2025-06-17 16:21:24,496 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 16:21:24,496 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_162124.log
2025-06-17 16:21:24,497 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 16:21:24,497 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 16:21:24,497 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 200
2025-06-17 16:21:24,498 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [200, 5000, 200]
2025-06-17 16:21:24,498 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 16:21:24,498 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 16:21:24,499 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=128
2025-06-17 16:21:24,499 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 16:21:24,499 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetNCP with polynomial order of 2, and 2 number of polynomial blocks
2025-06-17 16:21:24,500 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=200 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 200)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=7.743834e-05 | ‖ω‖₁=1.993709e+02
  λ=1.200e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=8.231940e-04 | ‖ω‖₁=1.897045e+02
  λ=1.200e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=3.154540e-03 | ‖ω‖₁=1.786773e+02
  λ=1.200e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.377173e-03 | ‖ω‖₁=1.650183e+02
  λ=1.200e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.105540e-02 | ‖ω‖₁=1.511836e+02
  λ=1.200e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=9.045487e-03 | ‖ω‖₁=1.346882e+02
  λ=1.200e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.384484e-02 | ‖ω‖₁=1.178231e+02
  λ=1.200e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.240574e-02 | ‖ω‖₁=9.975478e+01
  λ=1.200e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.367637e-02 | ‖ω‖₁=8.158174e+01
  λ=1.200e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.963929e-02 | ‖ω‖₁=6.290963e+01
  λ=1.200e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.968818e-02 | ‖ω‖₁=4.422690e+01
  → at λ=1.200e-03:  r(λ)=200,  rel_err=3.208531e-02

-- Path iteration 3, λ = 1.440e-03   (r(λ) prev = 200)
  λ=1.440e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.275552e-04 | ‖ω‖₁=1.989666e+02
  λ=1.440e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.286058e-03 | ‖ω‖₁=1.861699e+02
  λ=1.440e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.172975e-02 | ‖ω‖₁=1.713047e+02
  λ=1.440e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.197135e-02 | ‖ω‖₁=1.527332e+02
  λ=1.440e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.272308e-02 | ‖ω‖₁=1.336320e+02
  λ=1.440e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.033449e-02 | ‖ω‖₁=1.125631e+02
  λ=1.440e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.754811e-02 | ‖ω‖₁=9.135842e+01
  λ=1.440e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.589007e-02 | ‖ω‖₁=6.926053e+01
  λ=1.440e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.005105e-02 | ‖ω‖₁=4.706589e+01
  λ=1.440e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.702251e-02 | ‖ω‖₁=3.071598e+01
  λ=1.440e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=5.939046e-02 | ‖ω‖₁=2.064677e+01
  → at λ=1.440e-03:  r(λ)=200,  rel_err=4.721222e-02

-- Path iteration 4, λ = 1.728e-03   (r(λ) prev = 200)
  λ=1.728e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=5.404591e-04 | ‖ω‖₁=1.987260e+02
  λ=1.728e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.241799e-02 | ‖ω‖₁=1.819523e+02
  λ=1.728e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.932147e-02 | ‖ω‖₁=1.624002e+02
  λ=1.728e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.008656e-02 | ‖ω‖₁=1.386643e+02
  λ=1.728e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=4.053070e-02 | ‖ω‖₁=1.145784e+02
  λ=1.728e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.008890e-02 | ‖ω‖₁=8.852517e+01
  λ=1.728e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=3.340140e-02 | ‖ω‖₁=6.249035e+01
  λ=1.728e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.985986e-02 | ‖ω‖₁=3.582306e+01
  λ=1.728e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.089209e-01 | ‖ω‖₁=2.221005e+01
  λ=1.728e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.904476e-02 | ‖ω‖₁=1.351730e+01
  λ=1.728e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=7.283345e-02 | ‖ω‖₁=8.007981e+00
  → at λ=1.728e-03:  r(λ)=200,  rel_err=5.103037e-02

-- Path iteration 5, λ = 2.074e-03   (r(λ) prev = 200)
  λ=2.074e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=8.875356e-04 | ‖ω‖₁=1.984206e+02
  λ=2.074e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.765397e-02 | ‖ω‖₁=1.766129e+02
  λ=2.074e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.208018e-02 | ‖ω‖₁=1.512798e+02
  λ=2.074e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.681180e-02 | ‖ω‖₁=1.217211e+02
  λ=2.074e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=8.642119e-02 | ‖ω‖₁=9.183453e+01
  λ=2.074e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.702212e-02 | ‖ω‖₁=6.002610e+01
  λ=2.074e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=7.869412e-02 | ‖ω‖₁=3.043055e+01
  λ=2.074e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=9.571844e-02 | ‖ω‖₁=1.666049e+01
  λ=2.074e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=7.910045e-02 | ‖ω‖₁=9.208008e+00
  λ=2.074e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=9.180353e-02 | ‖ω‖₁=6.347439e+00
  λ=2.074e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=8.435623e-02 | ‖ω‖₁=6.047929e+00
  → at λ=2.074e-03:  r(λ)=200,  rel_err=5.445117e-02

-- Path iteration 6, λ = 2.488e-03   (r(λ) prev = 200)
  λ=2.488e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.489351e-03 | ‖ω‖₁=1.980648e+02
  λ=2.488e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.891272e-02 | ‖ω‖₁=1.703263e+02
  λ=2.488e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=9.336178e-02 | ‖ω‖₁=1.382070e+02
  λ=2.488e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=6.156641e-02 | ‖ω‖₁=1.014740e+02
  λ=2.488e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.237339e-01 | ‖ω‖₁=6.463276e+01
  λ=2.488e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=7.960986e-02 | ‖ω‖₁=2.841041e+01
  λ=2.488e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.767868e-01 | ‖ω‖₁=1.360008e+01
  λ=2.488e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.364307e-01 | ‖ω‖₁=6.822085e+00
  λ=2.488e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.198009e-01 | ‖ω‖₁=6.245735e+00
  λ=2.488e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.134265e-01 | ‖ω‖₁=5.951903e+00
  λ=2.488e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.087063e-01 | ‖ω‖₁=5.711617e+00
  → at λ=2.488e-03:  r(λ)=200,  rel_err=6.190253e-02

-- Path iteration 7, λ = 2.986e-03   (r(λ) prev = 200)
  λ=2.986e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.695730e-03 | ‖ω‖₁=1.976369e+02
  λ=2.986e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.690018e-01 | ‖ω‖₁=1.631090e+02
  λ=2.986e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.065354e-01 | ‖ω‖₁=1.231434e+02
  λ=2.986e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.910709e-01 | ‖ω‖₁=7.847715e+01
  λ=2.986e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.759657e-01 | ‖ω‖₁=3.320130e+01
  λ=2.986e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.635225e-01 | ‖ω‖₁=1.273506e+01
  λ=2.986e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.576236e-01 | ‖ω‖₁=6.461335e+00
  λ=2.986e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.225169e-01 | ‖ω‖₁=6.015202e+00
  λ=2.986e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.954517e-01 | ‖ω‖₁=5.705761e+00
  λ=2.986e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.838852e-01 | ‖ω‖₁=5.448671e+00
  λ=2.986e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.750279e-01 | ‖ω‖₁=5.224987e+00
  → at λ=2.986e-03:  r(λ)=200,  rel_err=7.858934e-02

-- Path iteration 8, λ = 3.583e-03   (r(λ) prev = 200)
  λ=3.583e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.823324e-03 | ‖ω‖₁=1.971092e+02
  λ=3.583e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.988068e-01 | ‖ω‖₁=1.540251e+02
  λ=3.583e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.849587e-01 | ‖ω‖₁=1.039628e+02
  λ=3.583e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.118888e-01 | ‖ω‖₁=4.930075e+01
  λ=3.583e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=4.636564e-01 | ‖ω‖₁=1.336504e+01
  λ=3.583e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.149599e-01 | ‖ω‖₁=6.467136e+00
  λ=3.583e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.665841e-01 | ‖ω‖₁=5.980487e+00
  λ=3.583e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.411623e-01 | ‖ω‖₁=5.627791e+00
  λ=3.583e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.170222e-01 | ‖ω‖₁=5.340049e+00
  λ=3.583e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.062542e-01 | ‖ω‖₁=5.091911e+00
  λ=3.583e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.981736e-01 | ‖ω‖₁=4.869532e+00
  → at λ=3.583e-03:  r(λ)=200,  rel_err=8.366994e-02

-- Path iteration 9, λ = 4.300e-03   (r(λ) prev = 200)
  λ=4.300e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=6.136649e-03 | ‖ω‖₁=1.964624e+02
  λ=4.300e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=9.668241e-01 | ‖ω‖₁=1.436254e+02
  λ=4.300e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.113296e+00 | ‖ω‖₁=8.281898e+01
  λ=4.300e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=9.882619e-01 | ‖ω‖₁=2.245053e+01
  λ=4.300e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=9.000875e-01 | ‖ω‖₁=6.678861e+00
  λ=4.300e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=6.799239e-01 | ‖ω‖₁=5.992369e+00
  λ=4.300e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.674478e-01 | ‖ω‖₁=5.566459e+00
  λ=4.300e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.013955e-01 | ‖ω‖₁=5.228471e+00
  λ=4.300e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=4.446342e-01 | ‖ω‖₁=4.940719e+00
  λ=4.300e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.190232e-01 | ‖ω‖₁=4.684920e+00
  λ=4.300e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=3.976906e-01 | ‖ω‖₁=4.454999e+00
  → at λ=4.300e-03:  r(λ)=200,  rel_err=1.184962e-01

-- Path iteration 10, λ = 5.160e-03   (r(λ) prev = 200)
  λ=5.160e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=9.361531e-03 | ‖ω‖₁=1.957185e+02
  λ=5.160e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.048445e+00 | ‖ω‖₁=1.306481e+02
  λ=5.160e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.471471e+00 | ‖ω‖₁=5.656064e+01
  λ=5.160e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.613111e+00 | ‖ω‖₁=7.966335e+00
  λ=5.160e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.544434e+00 | ‖ω‖₁=6.069960e+00
  λ=5.160e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.165991e+00 | ‖ω‖₁=5.536040e+00
  λ=5.160e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=9.870764e-01 | ‖ω‖₁=5.139193e+00
  λ=5.160e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=9.370265e-01 | ‖ω‖₁=4.808452e+00
  λ=5.160e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=8.584290e-01 | ‖ω‖₁=4.521110e+00
  λ=5.160e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=8.140946e-01 | ‖ω‖₁=4.261023e+00
  λ=5.160e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=7.720984e-01 | ‖ω‖₁=4.023928e+00
  → at λ=5.160e-03:  r(λ)=200,  rel_err=1.650985e-01

-- Path iteration 11, λ = 6.192e-03   (r(λ) prev = 200)
  λ=6.192e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.410286e-02 | ‖ω‖₁=1.948154e+02
  λ=6.192e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.708694e+00 | ‖ω‖₁=1.148107e+02
  λ=6.192e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.090274e+01 | ‖ω‖₁=2.668511e+01
  λ=6.192e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.710227e+01 | ‖ω‖₁=6.421212e+00
  λ=6.192e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.613085e+01 | ‖ω‖₁=5.650121e+00
  λ=6.192e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.391656e+01 | ‖ω‖₁=5.144059e+00
  λ=6.192e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.241879e+01 | ‖ω‖₁=4.763718e+00
  λ=6.192e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.232379e+01 | ‖ω‖₁=4.382274e+00
  λ=6.192e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.225646e+01 | ‖ω‖₁=4.069305e+00
  λ=6.192e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.219850e+01 | ‖ω‖₁=3.789944e+00
  λ=6.192e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.209277e+01 | ‖ω‖₁=3.536586e+00
  → at λ=6.192e-03:  r(λ)=200,  rel_err=6.546729e-01

-- Path iteration 12, λ = 7.430e-03   (r(λ) prev = 200)
  λ=7.430e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.117385e-02 | ‖ω‖₁=1.937254e+02
  λ=7.430e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.840849e+00 | ‖ω‖₁=9.585949e+01
  λ=7.430e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.077472e+01 | ‖ω‖₁=8.467993e+00
  λ=7.430e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.960810e+01 | ‖ω‖₁=5.881500e+00
  λ=7.430e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.795054e+01 | ‖ω‖₁=5.259615e+00
  λ=7.430e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.634263e+01 | ‖ω‖₁=4.733468e+00
  λ=7.430e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.614262e+01 | ‖ω‖₁=4.314178e+00
  λ=7.430e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.604639e+01 | ‖ω‖₁=3.955418e+00
  λ=7.430e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.562458e+01 | ‖ω‖₁=3.648401e+00
  λ=7.430e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.531779e+01 | ‖ω‖₁=3.361771e+00
  λ=7.430e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.497764e+01 | ‖ω‖₁=3.095687e+00
  → at λ=7.430e-03:  r(λ)=200,  rel_err=7.282348e-01

-- Path iteration 13, λ = 8.916e-03   (r(λ) prev = 200)
  λ=8.916e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.165421e-02 | ‖ω‖₁=1.924114e+02
  λ=8.916e-03 | Epoch  10 | lr=1.0000e-03 | Recon MSE=8.631463e+00 | ‖ω‖₁=7.329118e+01
  λ=8.916e-03 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.455285e+01 | ‖ω‖₁=6.491924e+00
  λ=8.916e-03 | Epoch  30 | lr=5.0000e-04 | Recon MSE=9.970592e+00 | ‖ω‖₁=5.436211e+00
  λ=8.916e-03 | Epoch  40 | lr=2.5000e-04 | Recon MSE=6.306825e+00 | ‖ω‖₁=4.851647e+00
  λ=8.916e-03 | Epoch  50 | lr=2.5000e-04 | Recon MSE=5.308886e+00 | ‖ω‖₁=4.342298e+00
  λ=8.916e-03 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.329659e+00 | ‖ω‖₁=3.946435e+00
  λ=8.916e-03 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.503258e+00 | ‖ω‖₁=3.579567e+00
  λ=8.916e-03 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.907880e+00 | ‖ω‖₁=3.257530e+00
  λ=8.916e-03 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.663057e+00 | ‖ω‖₁=2.952327e+00
  λ=8.916e-03 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.454836e+00 | ‖ω‖₁=2.674960e+00
  → at λ=8.916e-03:  r(λ)=200,  rel_err=2.943902e-01

-- Path iteration 14, λ = 1.070e-02   (r(λ) prev = 200)
  λ=1.070e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.762769e-02 | ‖ω‖₁=1.908125e+02
  λ=1.070e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=1.372081e+01 | ‖ω‖₁=4.583997e+01
  λ=1.070e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.311704e+01 | ‖ω‖₁=6.010358e+00
  λ=1.070e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.220982e+01 | ‖ω‖₁=5.034607e+00
  λ=1.070e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.987640e+01 | ‖ω‖₁=4.454890e+00
  λ=1.070e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.856168e+01 | ‖ω‖₁=3.924337e+00
  λ=1.070e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.579216e+01 | ‖ω‖₁=3.537897e+00
  λ=1.070e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.482497e+01 | ‖ω‖₁=3.112065e+00
  λ=1.070e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.302112e+01 | ‖ω‖₁=2.775692e+00
  λ=1.070e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.252016e+01 | ‖ω‖₁=2.435256e+00
  λ=1.070e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.247848e+01 | ‖ω‖₁=2.123775e+00
  → at λ=1.070e-02:  r(λ)=200,  rel_err=6.652524e-01

-- Path iteration 15, λ = 1.284e-02   (r(λ) prev = 200)
  λ=1.284e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=6.941570e-02 | ‖ω‖₁=1.889509e+02
  λ=1.284e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.052350e+01 | ‖ω‖₁=1.510597e+01
  λ=1.284e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.415588e+01 | ‖ω‖₁=5.657624e+00
  λ=1.284e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.250772e+01 | ‖ω‖₁=4.678609e+00
  λ=1.284e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.115337e+01 | ‖ω‖₁=4.056780e+00
  λ=1.284e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.106982e+01 | ‖ω‖₁=3.471814e+00
  λ=1.284e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.933974e+01 | ‖ω‖₁=3.076051e+00
  λ=1.284e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.782907e+01 | ‖ω‖₁=2.628437e+00
  λ=1.284e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.715394e+01 | ‖ω‖₁=2.278696e+00
  λ=1.284e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.696673e+01 | ‖ω‖₁=1.919861e+00
  λ=1.284e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.660881e+01 | ‖ω‖₁=1.599318e+00
  → at λ=1.284e-02:  r(λ)=200,  rel_err=7.668940e-01

-- Path iteration 16, λ = 1.541e-02   (r(λ) prev = 200)
  λ=1.541e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.025498e-01 | ‖ω‖₁=1.866664e+02
  λ=1.541e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=2.498104e+01 | ‖ω‖₁=6.609207e+00
  λ=1.541e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=2.417884e+01 | ‖ω‖₁=5.166545e+00
  λ=1.541e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.321055e+01 | ‖ω‖₁=4.243477e+00
  λ=1.541e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.196401e+01 | ‖ω‖₁=3.673336e+00
  λ=1.541e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.101174e+01 | ‖ω‖₁=3.096005e+00
